host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,popularity,host_is_local,host_years,review_years_range
3,1.0,0.76,1,7,1,1,2,6,1.0,6.0,2236.0,1,30,1,0,0,0,0,4.83,4.9,4.87,4.9,4.93,4.83,4.8,0,0.33,0,1,8,7.25
0,0.14,0.23,0,7,1,1,0,4,1.0,2.0,514.0,4,1125,1,30,40,70,345,4.35,4.48,4.3,4.61,4.7,3.87,4.26,0,0.24,0,1,8,7.54
3,1.0,1.0,0,6,1,1,2,2,1.0,1.0,1086.0,1,1125,1,2,20,50,325,4.83,4.8,4.72,4.85,4.87,4.86,4.86,1,1.53,3,1,8,7.49
2,1.0,1.0,0,1,1,1,0,3,1.0,3.0,2599.0,7,60,1,18,40,66,146,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.26,2,1,8,0.25
3,1.0,1.0,1,11,1,1,0,4,2.0,2.0,2300.0,1,1125,1,11,24,44,134,4.92,4.97,4.97,4.91,4.92,4.77,4.89,0,1.84,3,1,8,7.88
3,0.8,1.0,0,11,1,1,2,2,1.0,1.0,3363.0,1,7,1,22,52,82,357,4.0,5.0,5.0,3.0,2.0,5.0,3.0,1,0.01,1,1,8,0.0
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,1038.0,1,1125,1,0,14,41,138,4.91,4.91,4.94,4.94,4.96,4.81,4.85,1,3.42,3,1,8,7.91
3,1.0,0.85,0,33,1,1,0,4,1.0,3.0,746.0,30,1125,1,8,28,58,333,4.67,4.67,4.17,5.0,5.0,4.83,5.0,0,0.07,2,0,8,6.32
3,0.91,1.0,0,109,1,1,1,2,1.0,2.0,868.0,1,30,1,22,52,82,357,4.59,4.72,4.79,4.8,4.76,4.4,4.56,1,0.86,3,1,8,3.74
3,1.0,1.0,0,12,1,1,0,6,3.0,3.0,8714.0,1,1125,1,2,21,47,314,4.06,4.31,3.81,4.69,4.75,4.81,4.13,1,0.16,0,1,9,3.28
3,1.0,0.99,1,9,1,1,0,2,1.0,1.0,1108.0,2,1125,1,9,19,49,210,4.61,4.77,4.7,4.87,4.93,4.9,4.7,0,1.82,3,1,9,7.86
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,2179.0,2,1125,1,10,22,43,134,4.91,4.95,4.87,4.93,4.93,4.98,4.86,0,1.03,3,1,8,7.23
3,1.0,1.0,1,3,1,1,2,2,2.0,1.0,990.0,1,1125,1,23,53,83,358,4.88,4.91,4.88,4.93,4.94,4.86,4.85,1,1.93,3,0,8,7.23
3,1.0,1.0,0,2,1,1,0,6,2.0,3.0,9286.0,3,1125,1,9,36,66,156,4.86,4.86,4.57,4.57,4.86,4.86,4.86,0,3.96,2,0,8,0.14
3,1.0,0.98,1,6,1,1,2,3,1.0,1.0,900.0,1,365,1,6,36,66,341,4.82,4.93,4.95,4.89,4.95,4.81,4.76,1,1.0,3,1,8,7.88
3,1.0,1.0,1,11,1,1,0,2,1.0,1.0,1150.0,1,1125,1,12,36,64,154,4.94,4.96,4.99,4.96,4.94,4.73,4.85,0,0.82,3,1,8,7.9
3,1.0,0.98,1,2,1,1,2,2,1.0,1.0,1039.0,3,1125,1,0,13,43,111,4.74,4.85,4.78,4.96,4.93,4.76,4.87,0,0.5,3,0,8,7.71
3,1.0,0.98,0,7,1,1,0,1,,1.0,856.0,1,180,1,0,30,60,61,4.67,4.56,4.22,4.22,4.33,4.11,4.22,0,0.13,2,1,11,5.61
3,1.0,0.98,0,7,1,1,0,1,1.0,1.0,846.0,1,180,1,23,53,83,84,4.2,4.4,4.6,4.8,4.8,3.8,4.2,0,0.05,2,1,11,6.68
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,1800.0,3,1125,1,14,14,35,310,4.81,4.8,4.83,4.93,4.95,4.78,4.6,0,0.44,3,1,8,7.72
3,1.0,0.11,0,9,1,1,0,2,1.0,1.0,820.0,7,1125,1,9,39,69,344,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0.13,0,1,11,7.7
3,1.0,1.0,0,4,1,1,2,2,1.0,1.0,650.0,1,1125,1,29,59,89,364,3.0,4.0,4.5,4.0,4.0,2.5,3.5,0,0.02,1,1,8,2.56
3,1.0,1.0,0,4,1,1,2,2,1.0,1.0,650.0,1,1125,1,30,60,90,365,4.23,4.3,4.5,4.47,4.63,3.79,4.24,1,0.33,0,1,8,6.87
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,1800.0,3,1125,1,0,23,53,328,4.74,4.81,4.79,4.9,4.94,4.82,4.66,0,1.0,3,1,8,7.78
2,0.67,0.5,0,9,1,1,2,2,1.0,1.0,2150.0,1,1125,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,1,1,10,0.0
3,1.0,0.98,1,6,1,1,2,3,1.0,1.0,900.0,1,365,1,19,49,79,354,4.8,4.85,4.9,4.9,4.91,4.83,4.78,1,0.88,3,1,8,7.64
3,1.0,1.0,1,11,1,1,0,2,1.0,1.0,1150.0,1,1125,1,16,44,74,164,4.91,4.95,4.94,4.93,4.94,4.78,4.85,0,2.18,3,1,8,7.62
2,0.8,0.75,0,4,1,1,0,2,1.0,1.0,650.0,30,1125,1,2,32,62,337,5.0,4.88,4.63,5.0,5.0,4.88,5.0,0,0.09,2,1,9,7.46
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,550.0,60,1125,1,30,60,90,181,4.42,4.78,4.45,4.68,4.79,4.01,4.52,1,0.99,3,0,11,7.32
2,1.0,0.0,0,1,1,1,0,2,1.0,1.0,1732.0,2,365,1,22,52,82,357,4.45,4.79,4.5,4.71,4.92,4.68,4.66,0,0.4,3,1,8,3.69
3,0.91,1.0,0,109,1,1,1,2,1.0,2.0,868.0,1,30,1,25,55,85,360,3.63,4.25,4.5,4.75,4.5,3.88,4.25,1,0.08,2,1,8,2.84
3,1.0,0.85,0,12,1,1,0,4,2.0,2.0,4050.0,2,90,1,8,25,47,145,4.84,4.85,4.88,4.91,4.89,4.79,4.82,0,0.83,3,1,10,7.3
3,1.0,1.0,1,1,1,1,0,2,1.0,1.0,600.0,30,1125,1,0,0,0,275,4.92,4.97,4.78,4.78,4.95,4.86,4.86,0,0.39,3,1,10,7.65
3,1.0,0.5,0,2,1,1,0,3,1.0,1.0,1690.0,29,720,1,1,18,48,228,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,1,1,8,0.0
3,1.0,0.99,0,118,1,1,0,2,1.0,1.0,900.0,1,1125,1,0,0,0,238,4.25,4.3,4.31,4.47,4.53,4.7,4.34,1,0.89,3,0,9,6.86
3,1.0,1.0,1,3,1,1,2,2,1.0,1.0,749.0,2,27,1,25,55,85,85,4.69,4.78,4.72,4.87,4.82,4.16,4.64,0,0.89,3,1,8,7.3
3,1.0,0.98,0,7,1,1,0,2,1.0,1.0,769.0,26,1125,1,0,17,17,199,4.92,4.92,4.88,4.92,4.96,4.88,4.76,0,0.28,0,1,8,7.52
3,0.91,1.0,0,109,1,1,1,3,1.0,3.0,1290.0,1,1125,1,24,54,84,359,4.0,4.67,4.67,4.0,5.0,4.33,4.0,1,0.04,1,1,8,1.82
3,1.0,1.0,1,3,1,1,2,2,1.0,1.0,749.0,2,27,1,22,52,82,82,4.73,4.86,4.76,4.81,4.72,4.36,4.64,0,0.38,3,1,8,7.88
3,0.91,1.0,0,109,1,1,1,2,1.0,2.0,868.0,1,1125,1,25,55,85,360,4.5,5.0,5.0,4.5,3.5,3.0,3.5,1,0.02,1,1,8,0.67
3,1.0,0.99,0,118,1,1,1,2,1.0,2.0,868.0,1,1125,1,24,54,84,359,4.55,4.71,4.81,4.61,4.71,4.23,4.57,1,0.32,0,0,9,7.07
3,1.0,0.93,1,4,1,1,0,2,1.0,1.0,656.0,30,1125,1,4,9,15,15,4.85,4.86,4.84,4.88,4.95,4.67,4.81,0,1.12,3,1,10,7.75
3,1.0,0.99,0,118,1,1,1,2,1.0,2.0,960.0,1,1125,1,24,54,84,359,4.33,4.83,5.0,4.17,4.33,4.33,4.33,1,0.06,2,0,9,6.18
3,1.0,0.63,0,5,1,1,0,3,2.0,2.0,1000.0,90,1125,1,0,0,0,116,4.91,4.95,4.77,4.95,4.95,4.91,4.73,0,0.23,0,0,9,7.24
3,1.0,0.99,0,118,1,1,1,2,1.0,2.0,868.0,1,1125,1,25,55,85,360,4.62,4.7,4.81,4.79,4.57,4.46,4.64,1,1.47,3,0,9,3.58
3,1.0,0.98,1,46,1,1,0,9,3.0,4.0,2259.0,1,366,1,0,0,0,0,4.8,4.81,4.81,4.86,4.79,4.2,4.79,1,2.18,3,0,8,7.72
3,1.0,0.99,0,118,1,1,1,2,1.0,1.0,900.0,1,1125,1,0,0,0,239,4.4,4.4,4.6,4.56,4.84,4.72,4.68,1,0.26,0,0,9,7.12
3,1.0,1.0,0,2,1,1,0,4,2.0,2.0,3050.0,15,365,1,7,32,62,337,4.77,5.0,4.88,4.88,4.88,4.85,4.59,0,0.37,3,0,10,7.76
2,1.0,0.82,1,12,1,1,0,4,1.0,2.0,1750.0,28,700,1,10,19,43,318,4.88,4.84,4.75,4.96,5.0,4.47,4.82,0,0.53,3,1,8,7.87
3,1.0,0.99,0,118,1,1,0,2,1.0,1.0,1869.0,14,1125,1,16,37,67,338,4.54,4.56,4.48,4.76,4.73,4.81,4.55,1,1.22,3,0,9,7.83
3,1.0,0.99,0,118,1,1,0,2,1.0,1.0,1869.0,14,1125,1,0,5,35,310,4.53,4.69,4.53,4.72,4.78,4.81,4.58,1,1.14,3,0,9,7.82
2,1.0,0.94,1,1,1,1,0,2,1.0,1.0,1100.0,10,1125,1,5,31,61,251,4.96,4.96,4.96,4.92,4.94,4.72,4.88,0,0.53,3,1,8,7.7
3,0.91,1.0,0,109,1,1,1,2,1.0,2.0,868.0,1,1125,1,25,55,85,360,4.46,4.62,4.46,4.58,4.31,4.42,4.25,1,0.14,0,1,8,2.83
3,1.0,0.97,0,8,1,1,0,2,1.0,1.0,851.0,8,1125,1,0,14,29,103,4.6,4.7,4.63,4.73,4.75,4.61,4.66,1,0.89,3,1,8,7.73
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,1400.0,1,1125,1,21,51,81,356,4.78,4.85,4.78,4.9,4.9,4.89,4.76,1,0.79,3,1,12,7.53
3,1.0,1.0,1,16,1,1,0,2,1.0,1.0,1336.0,1,365,1,5,8,38,311,4.9,4.87,4.87,4.94,4.9,4.68,4.65,0,0.32,0,1,8,7.83
0,0.0,0.0,0,39,1,1,0,1,1.0,1.0,714.0,1,1125,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.01,1,1,11,0.0
3,1.0,0.85,0,2,1,1,0,7,3.0,4.0,1557.0,6,1125,1,0,0,25,293,4.46,4.77,5.0,4.62,4.92,4.0,4.54,0,0.14,0,0,8,6.93
0,0.0,0.0,0,39,1,1,0,2,1.0,1.0,1122.0,1,1125,1,30,60,90,365,4.0,3.0,2.0,4.0,5.0,5.0,3.0,0,0.01,1,1,11,0.0
3,1.0,0.83,0,17,1,1,0,2,1.0,1.0,1080.0,2,365,1,26,56,86,361,5.0,5.0,5.0,4.5,4.5,4.5,4.5,1,0.02,1,1,8,0.42
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,1200.0,14,365,1,1,20,42,317,4.69,4.81,4.73,4.88,4.96,4.85,4.77,0,0.3,0,1,8,7.14
1,1.0,1.0,1,2,1,1,0,4,2.0,2.0,4000.0,2,14,1,25,55,85,360,4.85,4.88,4.92,4.96,4.96,4.58,4.92,0,0.28,0,1,8,6.9
3,1.0,0.99,1,17,1,1,0,2,1.0,1.0,1643.0,1,1125,1,8,21,51,326,4.8,4.83,4.6,4.97,4.94,4.8,4.77,0,1.36,3,1,8,7.66
3,1.0,0.98,1,2,1,1,0,2,1.0,1.0,580.0,30,1125,1,7,9,31,224,4.9,4.89,4.88,4.97,4.99,4.67,4.86,1,1.04,3,1,9,7.55
2,1.0,1.0,0,8,1,1,0,2,1.0,1.0,866.0,3,1125,1,28,58,88,178,4.7,4.78,4.71,4.83,4.83,4.03,4.74,0,0.95,3,1,8,6.86
3,1.0,1.0,1,1,1,1,0,4,1.0,2.0,1300.0,2,1125,1,14,44,74,164,4.77,4.88,4.54,4.92,4.94,4.85,4.77,0,1.83,3,1,8,7.67
3,1.0,1.0,0,9,1,1,0,3,1.0,1.0,491.0,4,1125,1,0,0,0,0,4.64,4.65,4.55,4.8,4.84,3.88,4.7,0,0.54,3,1,8,7.39
3,1.0,0.85,0,12,1,1,0,4,2.0,2.0,4050.0,2,90,1,13,39,69,167,4.7,4.86,4.81,4.88,4.89,4.68,4.68,0,0.47,3,1,10,6.82
3,1.0,1.0,1,52,1,1,0,5,2.0,2.0,1714.0,28,1125,1,29,59,89,364,4.92,4.86,4.88,4.97,5.0,4.48,4.89,1,0.8,3,0,11,7.39
3,1.0,1.0,0,9,1,1,0,2,1.0,1.0,2300.0,5,1125,1,11,41,71,346,4.9,4.85,4.8,4.9,4.95,4.85,4.85,1,0.21,0,0,8,7.55
3,0.91,1.0,1,2,1,1,0,4,1.0,2.0,1836.0,2,365,1,6,6,6,274,4.88,4.91,4.92,4.99,5.0,4.73,4.79,1,0.83,3,0,8,7.63
3,1.0,0.8,1,1,1,1,0,2,1.0,1.0,1145.0,30,1125,1,19,49,79,354,5.0,5.0,5.0,5.0,5.0,4.86,4.71,0,0.11,2,0,9,4.79
2,1.0,0.0,0,3,1,1,0,2,1.0,1.0,860.0,3,1125,1,0,0,0,115,4.72,4.96,4.83,5.0,4.8,4.5,4.96,0,0.26,0,1,8,3.73
1,0.9,0.85,0,32,1,1,3,6,2.0,6.0,486.0,1,30,1,24,54,84,337,5.0,5.0,4.83,5.0,4.83,5.0,5.0,0,0.06,2,1,8,7.58
3,0.91,1.0,1,2,1,1,0,4,1.0,2.0,1836.0,2,365,1,0,0,0,3,4.71,4.87,4.82,4.94,4.89,4.57,4.69,1,0.59,3,0,8,7.64
3,1.0,1.0,0,13,1,1,0,4,1.0,2.0,693.0,1,1125,1,30,60,90,365,3.11,3.44,2.67,3.67,3.22,3.22,3.67,1,0.1,2,1,8,6.73
3,1.0,0.86,1,5,1,1,0,3,1.0,1.0,1095.0,30,1125,1,0,0,17,292,4.74,4.89,4.72,4.83,4.8,4.73,4.71,1,0.9,3,1,10,7.25
2,0.98,0.98,0,106,1,1,2,2,1.0,2.0,691.0,30,365,1,6,6,6,227,4.25,4.0,5.0,4.25,3.75,5.0,4.75,0,0.04,2,0,10,7.04
3,1.0,0.99,0,73,1,1,0,8,2.0,4.0,4716.0,3,1125,1,2,8,38,128,4.75,4.82,4.68,4.73,4.82,4.78,4.74,0,3.89,3,1,10,7.67
2,0.83,0.83,0,2,1,1,2,2,1.0,1.0,500.0,14,1125,1,0,21,36,311,4.86,4.94,4.91,4.94,4.94,4.71,4.94,0,0.37,3,1,8,7.65
3,1.0,1.0,1,5,1,1,0,2,1.0,1.0,525.0,5,1125,1,0,13,43,318,4.85,4.9,4.83,4.83,4.73,4.7,4.83,0,0.48,3,1,10,6.98
2,1.0,0.6,0,1,1,1,0,4,2.0,2.0,3180.0,21,365,1,10,20,27,243,4.92,4.88,4.92,4.77,4.92,4.77,4.5,0,0.28,0,0,8,7.44
0,0.3,0.4,0,7,1,1,0,2,1.0,1.0,1200.0,10,1125,1,4,34,64,154,4.86,4.71,4.86,4.86,4.86,5.0,4.86,0,0.08,2,1,9,1.33
3,1.0,1.0,0,2,1,1,0,2,1.0,1.0,699.0,3,1125,1,1,3,10,285,4.84,4.91,4.66,4.94,4.95,4.85,4.87,1,1.82,3,1,9,7.71
2,1.0,0.93,1,15,1,1,0,4,2.0,4.0,2929.0,2,1125,1,22,45,75,350,4.78,4.81,4.69,4.94,4.91,4.69,4.68,0,1.61,3,1,8,7.65
3,1.0,1.0,0,17,1,1,0,6,1.0,3.0,990.0,1,1125,1,12,35,65,340,4.64,4.8,4.59,4.77,4.78,4.54,4.67,1,2.09,3,1,8,7.71
3,0.92,0.71,0,119,1,1,0,8,3.0,3.0,39999.0,2,100,1,30,60,66,334,5.0,5.0,4.5,5.0,4.5,4.5,5.0,0,0.02,1,1,10,1.29
2,0.8,0.95,0,7,1,1,2,2,1.0,1.0,980.0,3,1125,1,0,0,0,270,4.08,4.24,4.08,4.44,4.52,4.64,4.16,1,0.27,0,0,8,7.0
3,1.0,1.0,1,7,1,1,0,4,1.0,3.0,1385.0,1,1125,1,24,54,84,359,4.92,4.96,4.99,4.99,4.97,4.26,4.86,0,0.83,3,1,9,6.64
3,0.92,0.71,0,119,1,1,0,4,1.0,2.0,4928.0,1,100,1,26,56,86,361,3.58,3.79,4.25,3.96,4.25,4.38,3.88,0,0.26,0,1,10,6.89
3,0.92,0.71,0,119,1,1,0,4,1.0,2.0,4928.0,1,100,1,26,56,86,361,4.17,4.24,4.24,4.57,4.67,4.71,4.14,0,0.46,3,1,10,7.39
3,1.0,1.0,1,1,1,1,0,4,1.0,2.0,2425.0,1,1125,1,15,45,75,350,4.86,5.0,4.81,4.95,5.0,4.7,4.85,1,0.25,0,1,11,6.9
3,1.0,0.92,1,8,1,1,2,2,1.0,1.0,914.0,1,45,1,26,56,86,361,4.96,4.97,4.99,4.99,4.97,4.83,4.95,0,5.23,3,1,8,7.39
3,1.0,1.0,1,3,1,1,0,3,1.0,2.0,1250.0,29,999,1,1,1,30,227,4.92,4.94,4.89,4.83,4.94,4.94,4.94,0,0.38,3,1,8,7.69
3,1.0,1.0,1,1,1,1,0,2,1.0,1.0,915.0,31,180,1,11,37,67,342,4.94,4.92,4.75,4.97,4.94,4.58,4.92,0,0.4,3,0,10,7.27
3,0.91,1.0,0,5,1,1,0,2,1.0,1.0,544.0,20,90,1,0,5,16,106,4.48,4.55,4.55,4.46,4.41,4.38,4.65,0,0.9,3,1,8,7.24
3,1.0,0.99,1,4,1,1,0,7,2.0,5.0,4843.0,1,1125,1,11,26,31,195,4.64,4.79,4.8,4.8,4.8,4.64,4.72,1,2.42,3,1,8,5.98
3,1.0,0.99,1,10,1,1,0,4,2.0,2.0,1500.0,1,30,1,20,39,69,250,4.98,5.0,4.96,4.96,4.98,4.96,4.96,0,0.88,3,1,8,5.03
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,2230.0,10,1125,1,20,39,69,344,4.69,4.81,4.65,4.79,4.72,4.94,4.57,1,0.6,3,1,9,7.33
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,1561.0,1,1125,1,14,44,74,338,4.88,4.88,4.83,4.95,4.91,4.95,4.78,1,0.7,3,1,8,7.7
3,1.0,1.0,1,2,1,1,0,2,1.0,1.0,2543.0,3,1125,1,0,27,57,332,4.96,4.93,4.87,4.85,4.97,4.87,4.81,1,0.81,3,0,8,6.83
3,0.93,1.0,0,7,1,1,0,2,1.0,1.0,1599.0,14,1125,1,13,43,73,348,4.76,4.76,4.72,4.82,4.82,4.86,4.64,0,0.32,0,1,8,6.29
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,580.0,21,1125,1,18,18,45,320,4.75,4.7,4.55,4.98,4.95,4.85,4.65,0,0.43,3,1,10,7.63
3,1.0,1.0,0,4,1,1,0,3,1.0,1.0,850.0,3,1125,1,0,16,46,321,4.59,4.8,4.63,4.96,4.76,3.98,4.61,1,0.52,3,1,8,6.75
3,1.0,0.97,0,9,1,1,2,1,1.0,1.0,650.0,1,1125,1,20,50,80,355,4.58,4.77,4.62,4.65,4.65,4.54,4.62,1,0.28,0,1,8,6.38
1,0.8,0.92,0,5,1,1,0,4,2.0,2.0,3563.0,1,1125,1,0,0,0,238,4.83,4.83,4.83,4.83,4.83,4.83,4.83,0,0.07,2,1,8,7.12
3,0.91,1.0,0,109,1,1,1,2,1.0,2.0,868.0,1,1125,1,25,55,85,360,4.67,4.72,4.76,4.84,4.52,4.41,4.64,1,0.49,3,1,8,6.51
3,1.0,0.83,0,17,1,1,0,2,1.0,1.0,1080.0,2,365,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,0.01,1,1,8,0.0
3,1.0,1.0,0,4,1,1,2,2,1.0,1.0,950.0,2,1125,1,30,60,90,365,3.67,4.67,3.67,4.67,4.67,5.0,4.33,1,0.03,1,1,8,7.49
1,0.9,0.85,0,32,1,1,3,6,2.0,6.0,486.0,1,30,1,25,55,85,338,4.84,4.76,4.72,4.92,4.8,4.92,4.88,0,0.27,0,1,8,3.6
2,1.0,1.0,0,2,1,1,0,2,1.0,1.0,670.0,28,1125,1,0,14,44,319,4.66,4.91,4.78,4.91,4.97,4.88,4.78,0,0.35,0,1,10,6.95
0,0.0,0.0,0,4,1,1,0,5,1.0,4.0,1000000.0,100,1125,1,30,60,90,365,4.48,4.57,4.51,4.75,4.83,4.6,4.53,0,0.56,3,1,9,1.96
0,0.0,1.0,0,1,1,1,0,3,1.0,1.0,2380.0,7,1125,1,3,31,61,62,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.09,1,1,8,0.0
3,1.0,1.0,1,52,1,1,0,4,2.0,2.0,1370.0,28,1125,1,10,23,53,143,4.92,4.92,4.96,4.98,4.98,4.42,4.85,0,0.53,3,0,11,7.42
3,1.0,1.0,1,3,1,1,2,2,2.0,1.0,880.0,1,1125,1,26,50,80,355,4.77,4.86,4.81,4.93,4.9,4.86,4.78,1,1.64,3,0,8,7.42
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,600.0,1,1125,1,0,3,9,261,4.78,4.93,4.79,4.96,4.92,4.8,4.84,1,1.69,3,1,12,7.62
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,750.0,1,1125,1,0,26,56,331,4.84,4.92,4.78,4.95,4.97,4.81,4.83,1,1.7,3,1,12,7.25
3,1.0,1.0,0,74,1,1,0,2,1.0,1.0,729.0,1,1125,1,1,19,49,324,4.83,4.86,4.73,4.94,4.94,4.87,4.87,1,1.24,3,1,12,7.09
3,1.0,1.0,1,6,1,1,0,3,1.0,2.0,2145.0,2,60,1,0,0,0,0,4.82,4.88,4.83,4.89,4.9,4.14,4.81,0,2.75,3,1,8,7.35
2,1.0,1.0,1,1,1,1,0,3,1.0,1.0,850.0,3,1125,1,1,1,25,300,4.87,4.85,4.87,4.95,4.93,4.71,4.8,0,0.64,3,1,8,7.53
3,1.0,0.97,0,9,1,1,2,2,1.0,1.0,750.0,1,1125,1,19,49,79,354,4.29,4.33,4.21,4.52,4.56,4.62,4.38,1,0.55,3,1,8,7.05
3,1.0,0.97,0,9,1,1,2,2,1.0,1.0,750.0,1,1125,1,20,50,80,355,4.36,4.76,4.44,4.8,4.72,4.6,4.48,1,0.29,0,1,8,5.9
3,0.83,1.0,0,1,1,1,2,2,1.0,1.0,660.0,1,1125,1,30,60,90,365,5.0,5.0,5.0,4.5,4.25,4.25,4.75,1,0.05,2,1,9,7.21
2,1.0,0.91,1,5,1,1,0,6,3.0,4.0,14547.0,2,1125,1,25,41,71,346,5.0,5.0,4.95,5.0,4.98,4.53,4.81,0,0.53,3,1,10,7.24
3,1.0,0.99,1,6,1,1,0,2,1.0,1.0,2300.0,2,45,1,10,35,63,242,4.79,4.87,4.9,4.91,4.94,4.83,4.72,0,2.97,3,1,11,7.69
1,0.9,0.85,0,32,1,1,2,6,1.0,6.0,2490.0,1,1125,1,21,51,81,356,4.83,4.75,5.0,4.83,4.92,4.92,4.92,0,0.13,0,1,8,7.26
3,1.0,1.0,0,13,1,1,0,3,1.0,2.0,800.0,1,1125,1,30,60,90,365,3.75,3.75,3.75,3.75,3.5,3.75,3.75,1,0.05,2,1,8,2.27
3,1.0,0.66,0,355,1,1,2,5,2.0,2.0,17168.0,2,60,1,21,51,81,356,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.13,1,0,12,0.0
2,1.0,0.96,0,53,1,1,0,2,1.0,1.0,800.0,25,1125,1,0,6,27,302,4.72,4.78,4.76,4.81,4.87,4.85,4.75,0,0.84,3,1,8,7.53
3,1.0,0.96,1,4,1,1,0,2,1.0,1.0,990.0,30,365,1,0,0,0,53,5.0,5.0,4.89,5.0,4.94,4.67,4.83,0,0.93,0,1,7,1.52
3,0.8,1.0,0,11,1,1,2,2,1.0,1.0,4683.0,1,1125,1,25,55,85,360,3.0,5.0,5.0,5.0,5.0,3.0,3.0,1,0.02,1,1,8,0.0
3,1.0,1.0,1,7,1,1,1,2,3.0,1.0,977.0,1,365,1,0,26,54,329,4.73,4.73,4.84,4.92,4.92,4.73,4.68,1,0.42,3,1,7,6.69
0,0.0,0.0,0,61,1,1,3,6,1.0,6.0,351.0,1,1125,1,30,60,90,365,4.0,4.0,5.0,2.0,5.0,2.0,4.0,0,0.01,1,1,9,0.0
2,1.0,0.96,0,53,1,1,0,2,1.0,1.0,775.0,25,1125,1,1,1,24,299,4.68,4.74,4.83,4.72,4.85,4.74,4.63,0,1.0,3,1,8,7.46
3,1.0,0.83,0,17,1,1,0,2,1.0,1.0,1090.0,2,365,1,8,38,68,343,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.19,1,1,8,0.0
3,1.0,1.0,1,7,1,1,1,2,3.0,2.0,994.0,1,365,1,29,59,89,364,4.31,4.56,4.69,4.69,4.63,4.38,4.44,1,0.18,0,1,7,6.16
3,1.0,1.0,1,7,1,1,1,2,3.0,2.0,879.0,1,365,1,29,59,84,359,4.7,4.9,4.8,5.0,5.0,4.5,4.6,1,0.14,2,1,7,5.65
3,1.0,1.0,1,7,1,1,1,3,3.0,3.0,1224.0,1,365,1,27,57,87,362,4.89,4.89,4.78,4.89,4.78,4.56,4.56,1,0.14,2,1,7,4.77
3,1.0,1.0,0,27,1,1,0,3,1.0,1.0,1009.0,1,20,1,6,22,50,135,4.86,4.91,4.93,4.92,4.92,4.78,4.82,1,3.81,3,0,7,7.62
3,1.0,1.0,0,27,1,1,0,3,1.0,1.0,932.0,1,20,1,11,29,59,145,4.83,4.91,4.92,4.93,4.93,4.83,4.79,1,3.01,3,0,7,7.51
3,1.0,1.0,1,7,1,1,0,3,1.0,3.0,1143.0,1,1125,1,24,54,84,359,4.91,4.94,4.9,4.94,4.98,4.33,4.85,0,0.53,3,1,9,3.56
3,1.0,1.0,0,27,1,1,0,3,1.0,1.0,935.0,1,1125,1,0,18,48,139,4.83,4.9,4.92,4.89,4.92,4.77,4.81,1,3.57,3,0,7,4.43
3,1.0,0.97,0,9,1,1,2,1,1.0,1.0,650.0,1,1125,1,19,49,79,354,4.29,4.71,4.43,4.57,4.86,4.71,4.43,1,0.08,2,1,8,3.14
0,0.41,0.84,0,3,1,1,0,4,2.0,2.0,3750.0,30,1125,1,29,59,89,90,4.92,5.0,4.92,4.92,5.0,4.92,4.83,0,0.15,0,1,7,5.89
2,1.0,1.0,0,6,1,1,0,4,1.0,2.0,880.0,30,1125,1,0,29,59,334,4.87,4.93,4.73,4.87,4.93,4.8,4.87,0,0.16,0,0,9,3.03
3,1.0,1.0,1,5,1,1,0,6,4.0,3.0,6714.0,2,100,1,24,54,84,84,4.84,4.91,4.78,4.83,4.88,4.37,4.8,0,0.35,0,1,7,6.82
3,1.0,1.0,1,6,1,1,0,2,1.0,1.0,849.0,3,1125,1,7,10,30,305,4.79,4.83,4.81,4.82,4.97,4.39,4.86,1,1.54,3,1,7,7.26
