host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,popularity,host_is_local,host_years,review_years_range
3,1.0,0.95,1,6,1,1,2,2,1.0,1.0,399.0,3,365,1,0,0,28,303,4.89,4.78,4.89,4.89,5.0,3.33,4.78,0,0.82,2,0,6,0.87
3,1.0,1.0,0,1,1,1,2,2,1.0,1.0,945.0,31,365,1,6,18,48,323,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.29,1,1,9,0.41
3,0.99,0.89,1,14,1,1,0,5,2.0,2.0,8500.0,25,365,1,24,54,84,174,4.86,4.92,4.93,4.93,4.93,4.86,4.71,0,1.2,0,1,1,0.56
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,1057.0,1,365,1,26,56,86,361,4.6,4.8,4.8,4.8,4.8,4.6,4.4,1,0.48,2,1,5,0.7
3,1.0,1.0,1,21,1,1,0,2,1.0,1.0,1094.0,1,365,1,25,55,85,360,4.67,4.33,5.0,5.0,5.0,4.0,4.67,1,0.27,1,0,6,0.1
3,1.0,0.97,0,207,1,1,0,2,1.0,1.0,1425.0,30,365,1,26,56,86,203,4.91,5.0,4.91,4.64,4.82,4.91,5.0,1,0.94,0,1,7,0.63
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1044.0,20,365,1,30,60,90,174,5.0,5.0,5.0,5.0,5.0,4.0,4.5,1,0.17,1,1,2,0.11
3,0.99,0.98,0,85,1,1,0,4,1.0,2.0,2105.0,1,180,1,10,25,55,330,4.63,4.68,4.53,4.95,4.89,4.84,4.58,1,2.73,0,1,3,0.56
3,1.0,1.0,0,68,1,1,0,2,1.0,1.0,1500.0,1,365,1,23,53,83,358,4.3,4.3,4.3,4.1,4.4,3.8,4.3,1,0.86,2,1,6,0.89
3,1.0,0.96,1,66,1,1,0,2,1.0,1.0,1200.0,30,365,1,29,59,89,89,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.2,1,1,7,0.75
2,0.98,0.4,0,310,1,1,2,2,1.0,2.0,1299.0,1,365,1,21,51,81,356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.09,1,0,5,0.0
3,1.0,1.0,1,13,1,1,0,4,2.0,2.0,1587.0,3,180,1,5,15,45,135,4.91,4.91,4.91,4.91,5.0,4.59,4.86,0,2.05,0,1,8,0.86
3,1.0,1.0,0,68,1,1,2,2,1.0,2.0,1244.0,1,365,1,0,0,0,0,4.73,4.73,4.77,4.69,4.85,4.46,4.69,1,2.27,0,1,6,0.84
3,1.0,0.96,1,3,1,1,0,2,1.0,1.0,1537.0,3,1125,1,6,25,42,125,4.96,5.0,4.96,4.92,5.0,5.0,4.92,0,2.22,0,1,7,0.88
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,1004.0,5,365,1,27,57,87,362,5.0,5.0,4.5,5.0,5.0,4.75,5.0,0,0.36,2,1,9,0.88
3,1.0,0.92,1,4,1,1,0,3,1.0,2.0,1400.0,2,730,1,0,0,0,21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.47,1,0,8,0.0
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1495.0,20,365,1,21,51,81,86,4.0,5.0,5.0,4.0,3.0,5.0,5.0,1,0.11,1,1,2,0.0
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1495.0,20,365,1,21,51,81,85,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0.1,1,1,2,0.0
3,1.0,0.97,0,207,1,1,0,2,1.0,1.0,1044.0,20,365,1,21,51,81,85,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.14,1,1,7,0.0
3,1.0,0.98,1,16,1,1,0,2,1.0,1.0,1800.0,30,365,1,5,35,65,65,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,0.51,2,0,7,0.33
3,1.0,1.0,0,68,1,1,0,2,1.0,1.0,1627.0,1,365,1,20,50,80,355,4.93,4.93,4.47,4.87,4.87,4.33,4.67,1,1.35,0,1,6,0.84
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1411.0,28,365,1,26,56,86,203,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.93,0,1,2,0.01
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1411.0,28,365,1,26,56,86,203,4.97,4.94,4.97,5.0,5.0,4.97,4.97,1,2.7,0,1,2,0.23
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1405.0,28,365,1,26,56,86,203,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.25,1,1,2,0.0
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1411.0,28,365,1,26,56,86,203,4.92,5.0,5.0,5.0,5.0,5.0,5.0,1,1.1,0,1,2,0.05
3,1.0,1.0,0,2,1,1,0,2,1.0,1.0,999.0,15,180,1,2,11,18,109,4.75,5.0,5.0,5.0,5.0,5.0,4.25,1,0.51,2,1,1,0.61
3,1.0,1.0,0,2,1,1,0,2,1.0,1.0,1499.0,30,365,1,16,46,76,77,5.0,5.0,4.75,5.0,5.0,5.0,4.75,1,0.4,2,1,1,0.8
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1411.0,28,365,1,26,56,86,203,4.88,5.0,5.0,5.0,4.88,5.0,5.0,1,0.68,2,1,2,0.02
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,1411.0,28,365,1,26,56,86,203,4.5,5.0,5.0,4.5,3.5,5.0,5.0,1,0.22,1,1,2,0.69
3,1.0,1.0,1,39,1,1,0,4,2.0,2.0,5602.0,14,365,1,0,29,59,60,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.38,2,1,5,0.68
2,0.9,0.97,0,6,1,1,0,6,2.0,3.0,3157.0,30,365,1,2,14,44,319,4.88,5.0,5.0,5.0,4.75,4.75,5.0,0,1.02,2,1,10,0.6
3,1.0,0.97,0,207,1,1,0,2,1.0,1.0,1425.0,30,365,1,26,56,86,203,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.85,2,1,7,0.0
3,1.0,1.0,0,52,1,1,0,2,1.0,1.0,700.0,1,1125,1,0,15,45,320,4.73,4.91,4.55,5.0,4.91,4.64,4.64,0,0.96,0,0,11,0.7
3,1.0,1.0,1,9,1,1,0,4,2.0,2.0,4890.0,1,365,1,7,14,27,111,4.93,4.97,4.92,4.95,5.0,4.93,4.89,1,5.26,3,1,7,0.95
3,0.99,0.99,0,77,1,1,0,4,1.0,2.0,2105.0,1,365,1,8,22,52,327,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.46,2,1,9,0.67
2,0.91,0.95,0,20,1,1,0,3,1.0,2.0,3750.0,28,365,1,28,58,88,178,3.0,4.0,3.0,4.0,4.0,3.5,3.0,0,0.18,1,1,5,0.68
3,0.99,0.99,0,77,1,1,0,4,1.0,2.0,2105.0,1,180,1,9,23,53,328,2.0,3.0,2.5,3.0,3.0,3.0,2.0,1,0.19,1,1,9,0.07
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2313.0,3,180,1,28,58,88,363,4.82,4.76,4.88,5.0,4.94,4.59,4.88,1,1.47,0,1,5,0.81
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2119.0,3,180,1,28,58,88,363,4.5,4.42,4.67,4.67,4.75,4.67,4.42,1,1.05,0,1,5,0.71
2,0.91,0.95,0,20,1,1,0,3,1.0,2.0,3750.0,28,365,1,28,58,88,178,4.67,4.67,4.67,5.0,4.67,4.67,4.33,0,0.26,1,1,5,0.11
3,1.0,1.0,1,9,1,1,0,2,1.0,1.0,2092.0,1,1125,1,8,27,48,323,4.9,4.86,4.88,4.9,4.95,4.86,4.84,1,5.12,3,1,1,0.93
3,1.0,0.84,1,11,1,1,0,4,2.0,2.0,8135.0,25,300,1,24,54,84,174,5.0,5.0,5.0,3.0,5.0,5.0,4.0,0,0.3,1,1,1,0.0
2,0.91,0.95,0,20,1,1,0,5,2.0,3.0,6000.0,28,365,1,28,58,88,178,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0.19,1,1,5,0.61
2,0.91,0.95,0,20,1,1,0,5,2.0,3.0,6000.0,28,365,1,28,58,88,178,4.25,4.75,4.25,4.5,4.0,4.5,4.5,0,0.42,2,1,5,0.36
3,1.0,0.99,1,27,1,1,0,16,5.0,5.0,18514.0,1,365,1,3,16,43,316,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,0.11,1,1,8,0.0
3,0.98,1.0,1,33,1,1,0,6,2.0,4.0,4643.0,1,365,1,15,38,68,159,4.58,4.67,4.39,4.72,4.94,4.61,4.64,1,3.39,3,0,10,0.84
3,1.0,1.0,1,9,1,1,0,2,1.0,1.0,1636.0,1,1125,1,11,26,50,322,4.9,4.93,4.88,4.94,4.96,4.82,4.89,0,6.53,3,1,1,0.9
0,0.0,0.33,0,2,1,1,2,2,1.0,1.0,500.0,1,365,1,25,28,58,333,4.0,4.67,4.0,5.0,4.67,4.0,4.33,0,0.27,1,1,1,0.12
3,0.99,0.99,0,241,1,1,0,4,2.0,2.0,1814.0,20,365,1,23,53,83,167,5.0,5.0,4.9,5.0,5.0,5.0,5.0,1,0.94,2,1,2,0.22
3,1.0,0.99,1,4,1,1,2,5,1.0,5.0,1350.0,1,1125,1,0,0,0,0,4.93,4.93,4.71,4.79,5.0,4.79,4.79,0,1.95,0,0,8,0.47
3,0.99,0.99,0,241,1,1,0,4,2.0,2.0,1814.0,20,365,1,23,53,83,167,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.21,1,1,2,0.0
3,1.0,1.0,0,262,1,1,0,2,1.0,1.0,2119.0,3,180,1,28,58,88,363,4.73,4.69,4.81,4.62,4.92,4.81,4.69,1,2.26,0,0,8,0.88
3,1.0,0.9,1,70,1,1,0,2,1.0,1.0,1049.0,3,14,1,25,55,85,360,4.83,4.67,4.67,5.0,4.83,5.0,4.67,0,0.58,2,0,7,0.39
3,1.0,0.92,1,80,1,1,0,2,1.0,1.0,919.0,5,365,1,0,10,26,301,5.0,5.0,4.8,5.0,5.0,4.8,5.0,0,0.64,2,1,2,0.53
3,1.0,0.98,0,101,1,1,0,1,1.0,1.0,1586.0,25,365,1,21,21,31,32,4.0,4.0,4.0,4.0,5.0,5.0,3.5,0,0.3,1,1,6,0.48
3,1.0,0.99,1,61,1,1,0,2,1.0,1.0,2648.0,1,365,1,6,14,14,14,4.81,4.81,4.88,4.75,5.0,4.75,4.81,1,1.43,0,0,11,0.91
3,1.0,0.79,0,249,1,1,2,2,1.0,1.0,1390.0,1,365,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,3.0,4.0,0,0.09,1,1,8,0.0
3,1.0,1.0,1,71,1,1,0,2,1.0,2.0,1714.0,2,365,1,23,53,83,84,4.5,4.0,4.5,5.0,5.0,5.0,4.0,0,1.09,1,1,9,0.08
3,1.0,0.99,1,23,1,1,0,6,2.0,3.0,3419.0,2,300,1,26,56,86,267,5.0,4.92,4.92,4.92,5.0,4.67,4.92,1,1.19,0,0,4,0.82
3,1.0,0.96,0,7,1,1,0,3,1.0,2.0,1345.0,1,380,1,2,6,36,36,4.91,4.91,4.82,4.55,4.91,4.91,4.82,0,1.01,0,0,7,0.82
3,1.0,0.7,0,8,1,1,0,3,1.0,2.0,1200.0,28,365,1,6,20,36,311,4.67,4.67,4.67,5.0,5.0,4.0,5.0,0,0.28,1,1,8,0.45
3,1.0,0.92,1,80,1,1,2,14,6.0,9.0,21744.0,1,365,1,23,53,83,358,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,0.15,1,1,2,0.0
3,1.0,1.0,0,19,1,1,0,2,1.0,1.0,1186.0,1,90,1,25,54,84,359,5.0,5.0,5.0,5.0,5.0,4.63,4.88,0,0.71,2,1,3,0.9
3,1.0,0.97,1,16,1,1,0,2,1.0,1.0,1384.0,2,1125,1,20,50,80,355,4.56,4.5,4.88,4.63,4.88,4.13,4.38,1,1.42,0,0,4,0.58
3,0.9,1.0,0,1,1,1,2,2,1.0,1.0,1514.0,1,30,1,12,23,30,305,3.8,4.2,3.7,4.4,3.7,4.6,4.2,1,1.5,2,0,9,0.54
2,1.0,0.95,0,18,1,1,0,2,1.0,1.0,999.0,28,365,1,26,56,86,361,4.0,2.0,2.0,3.0,2.0,4.0,4.0,0,0.26,1,1,10,0.0
3,0.94,1.0,1,4,1,1,2,4,2.0,4.0,1600.0,1,365,1,22,41,71,346,5.0,4.75,4.75,4.75,5.0,4.75,4.75,1,0.74,2,1,8,0.38
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2119.0,3,180,1,27,57,87,362,4.69,4.56,4.69,4.63,4.81,4.63,4.56,1,1.42,0,1,5,0.71
2,1.0,0.95,0,18,1,1,0,2,1.0,1.0,999.0,28,365,1,30,60,90,365,2.0,3.0,3.0,2.0,3.0,1.0,1.0,0,0.12,1,1,10,0.0
3,1.0,1.0,1,3,1,1,0,2,1.0,1.0,1310.0,20,365,1,12,23,53,328,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.6,2,1,1,0.72
3,1.0,1.0,0,444,1,1,0,2,1.0,1.0,2943.0,3,180,1,28,58,88,363,4.77,4.77,4.95,4.77,5.0,4.77,4.77,1,2.19,0,1,5,0.62
3,1.0,0.98,0,101,1,1,0,2,1.0,1.0,1600.0,25,365,1,25,55,85,360,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.54,1,1,6,0.0
3,1.0,1.0,1,4,1,1,0,2,1.0,1.0,4957.0,3,1125,1,5,16,38,70,4.98,5.0,4.98,4.93,5.0,4.93,4.93,0,3.91,3,1,7,0.85
3,0.98,0.98,0,15,1,1,2,1,1.0,1.0,279.0,1,365,1,29,59,89,364,4.33,4.56,4.22,4.22,4.56,4.78,4.44,1,0.85,2,1,1,0.56
3,1.0,0.97,0,207,1,1,0,4,1.0,2.0,2930.0,3,365,1,19,49,79,216,4.33,4.67,4.33,4.67,4.33,4.67,4.33,1,0.26,1,1,7,0.7
3,1.0,0.97,0,207,1,1,0,4,1.0,2.0,2930.0,5,365,1,19,49,79,216,3.5,4.0,4.0,3.0,4.0,4.5,3.0,1,0.17,1,1,7,0.21
2,0.9,0.99,1,19,1,1,2,2,1.0,1.0,1028.0,1,365,1,29,59,89,364,5.0,5.0,4.67,5.0,5.0,4.67,5.0,1,0.33,1,1,4,0.64
2,0.9,0.99,1,19,1,1,2,2,1.0,1.0,1028.0,1,365,1,0,0,0,268,4.9,4.9,4.8,5.0,4.9,4.6,4.9,1,1.08,2,1,4,0.61
3,0.99,0.99,0,241,1,1,0,4,1.0,2.0,2868.0,1,365,1,19,49,79,216,3.6,3.6,3.0,4.0,3.6,4.6,3.2,1,0.44,2,1,2,0.9
2,0.9,0.99,1,19,1,1,2,2,1.0,1.0,1166.0,1,365,1,26,56,86,361,5.0,5.0,5.0,4.67,5.0,5.0,5.0,1,0.26,1,1,4,0.17
3,0.99,0.99,0,241,1,1,0,4,1.0,2.0,2868.0,1,365,1,19,49,79,216,3.8,3.8,4.4,4.0,4.0,4.6,4.0,1,0.44,2,1,2,0.58
3,1.0,0.9,1,70,1,1,0,3,1.0,1.0,1150.0,1,44,1,16,45,75,165,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0,0.27,1,0,7,0.87
3,1.0,1.0,0,2,1,1,0,4,1.0,2.0,2529.0,1,30,1,13,37,43,43,4.25,4.63,4.5,4.88,4.75,4.5,4.13,1,0.83,2,0,1,0.75
2,1.0,1.0,0,5,1,1,2,2,1.0,1.0,1450.0,1,30,1,23,53,78,353,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,0.1,1,1,10,0.0
3,1.0,0.99,1,15,1,1,2,4,2.0,2.0,1929.0,1,365,1,6,31,61,327,5.0,4.88,5.0,5.0,4.94,4.94,4.88,0,1.61,0,1,9,0.6
3,1.0,1.0,1,7,1,1,0,4,1.0,2.0,4500.0,3,365,1,11,27,39,197,4.91,4.88,4.91,4.94,4.94,4.84,4.81,0,4.29,0,1,9,0.59
3,1.0,1.0,1,2,1,1,0,2,1.0,1.0,1273.0,1,1125,1,4,7,25,105,4.78,4.82,4.88,4.76,5.0,5.0,5.0,1,1.58,0,1,8,0.9
3,1.0,0.92,1,15,1,1,0,3,1.0,2.0,2160.0,14,365,1,0,2,8,260,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0,0.56,2,1,1,0.53
3,0.98,0.96,1,11,1,1,2,4,1.0,2.0,2414.0,1,20,1,25,55,85,360,5.0,4.83,4.83,5.0,5.0,4.83,4.83,0,1.22,2,1,8,0.34
3,1.0,1.0,1,2,1,1,2,2,1.0,1.0,589.0,30,365,1,0,13,13,281,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0,0.46,2,1,9,0.62
3,1.0,1.0,0,257,1,1,0,2,1.0,1.0,1980.0,5,365,1,20,50,80,171,4.42,4.67,4.58,4.5,4.58,4.83,4.5,1,1.13,0,1,8,0.74
1,0.5,1.0,0,6,1,1,2,2,1.0,1.0,450.0,1,365,1,0,24,54,329,4.71,4.83,4.85,4.63,4.63,4.88,4.85,0,3.72,3,1,2,0.6
3,1.0,1.0,0,3,1,1,2,2,1.0,1.0,2757.0,1,60,1,25,55,85,360,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.77,1,1,1,0.0
3,1.0,0.77,0,8,1,1,0,2,1.0,1.0,1836.0,3,1125,1,18,18,18,257,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.37,2,1,1,0.42
3,1.0,0.99,1,15,1,1,2,2,1.0,1.0,1450.0,1,365,1,9,31,61,325,5.0,4.98,4.98,5.0,4.98,4.93,4.93,0,4.99,3,1,9,0.92
3,1.0,0.99,1,15,1,1,2,2,1.0,1.0,1507.0,1,365,1,12,36,56,322,4.8,4.88,4.83,4.93,4.93,4.83,4.78,0,3.65,3,1,9,0.89
3,1.0,1.0,0,41,1,1,0,2,1.0,1.0,720.0,2,365,1,0,22,52,327,4.64,4.64,4.73,5.0,4.55,4.64,4.55,1,1.13,0,1,6,0.72
3,1.0,0.97,0,15,1,1,0,4,1.0,1.0,1921.0,1,365,1,22,52,82,357,4.6,4.8,4.4,5.0,5.0,4.6,4.2,1,0.53,2,0,6,0.59
2,1.0,0.95,0,18,1,1,0,4,1.0,2.0,1900.0,28,365,1,30,60,90,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.19,1,1,10,0.08
3,0.96,0.99,0,16,1,1,0,2,1.0,1.0,838.0,10,365,1,0,24,54,329,4.56,4.78,4.33,4.67,4.89,4.44,4.33,1,0.82,2,1,4,0.85
3,1.0,1.0,1,1,1,1,0,4,1.0,2.0,1643.0,3,1125,1,11,40,65,136,4.81,4.77,4.58,4.85,4.88,4.35,4.73,0,2.44,0,1,1,0.84
3,1.0,1.0,0,4,1,1,0,3,1.0,1.0,879.0,1,60,1,8,8,8,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,3.0,1,0,1,0.01
3,1.0,0.98,1,58,1,1,0,2,1.0,1.0,1166.0,30,365,1,4,9,39,314,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0.39,2,1,4,0.82
3,1.0,0.99,1,3,1,1,2,3,1.0,1.0,1170.0,2,1125,1,7,30,52,228,4.96,4.96,4.89,4.93,4.85,4.93,4.93,0,2.44,0,1,6,0.87
3,1.0,1.0,0,143,1,1,0,6,2.0,3.0,4500.0,2,365,1,5,10,23,199,4.8,4.67,4.82,4.87,4.91,4.71,4.76,0,4.27,3,1,7,0.85
3,1.0,1.0,0,5,1,1,2,2,1.0,1.0,835.0,1,365,1,13,30,50,50,4.25,4.5,4.5,4.5,4.5,4.0,4.5,1,0.41,2,1,8,0.4
3,1.0,0.99,1,18,1,1,0,2,1.0,1.0,2300.0,7,1125,1,9,10,35,116,5.0,5.0,5.0,4.75,5.0,5.0,5.0,1,0.43,2,1,6,0.44
2,1.0,0.84,1,30,1,1,0,2,1.0,1.0,1200.0,7,365,1,0,1,16,276,5.0,5.0,5.0,5.0,5.0,4.6,5.0,0,0.55,2,1,10,0.54
3,1.0,0.67,0,2,1,1,2,2,6.0,12.0,360.0,1,365,1,30,60,90,365,5.0,5.0,5.0,5.0,4.5,4.0,5.0,1,0.21,1,1,6,0.04
3,1.0,1.0,0,4,1,1,0,3,1.0,1.0,946.0,1,24,1,1,9,37,37,5.0,4.95,4.85,5.0,5.0,4.9,4.95,1,2.82,0,0,1,0.57
3,1.0,1.0,1,39,1,1,0,4,2.0,2.0,6961.0,14,365,1,10,40,70,70,5.0,4.5,4.5,4.5,5.0,4.5,4.5,1,0.45,1,1,5,0.32
3,1.0,0.95,1,18,1,1,0,2,1.0,1.0,1559.0,14,365,1,17,17,17,17,5.0,5.0,5.0,4.75,5.0,4.5,5.0,0,0.36,2,1,8,0.41
3,1.0,0.93,1,6,1,1,0,2,1.0,1.0,1450.0,29,1125,1,4,4,6,281,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.35,1,1,3,0.37
1,0.58,0.99,0,13,1,1,0,16,6.0,8.0,48471.0,1,365,1,27,57,87,362,5.0,5.0,4.86,4.57,4.86,4.71,5.0,1,0.62,2,1,3,0.75
3,1.0,0.99,1,15,1,1,2,5,2.0,4.0,2607.0,1,150,1,12,33,63,327,4.98,4.98,4.98,4.96,5.0,4.83,4.96,0,4.88,3,1,9,0.89
3,1.0,1.0,1,8,1,1,2,8,2.0,2.0,1490.0,1,365,1,8,28,45,305,4.98,4.94,5.0,4.98,5.0,4.88,4.96,1,4.7,3,1,7,0.9
3,1.0,0.96,1,8,1,1,0,4,1.0,1.0,840.0,3,365,1,2,14,44,224,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.45,1,1,8,0.0
3,0.98,0.99,1,16,1,1,0,2,1.0,1.0,1057.0,1,1125,1,2,10,17,85,4.75,4.75,4.63,4.38,4.75,4.63,4.63,1,0.73,2,0,9,0.89
3,1.0,0.99,1,15,1,1,2,2,1.0,1.0,1429.0,1,270,1,10,27,57,297,4.9,5.0,5.0,5.0,4.9,4.8,4.8,0,0.93,2,1,9,0.53
3,0.87,1.0,0,10,1,1,2,2,1.0,1.0,676.0,2,365,1,4,12,32,307,4.4,4.6,4.51,4.6,4.54,4.2,4.57,1,3.2,3,1,9,0.81
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,995.0,25,365,1,11,41,71,76,4.8,4.8,4.6,4.6,4.6,4.8,4.6,1,0.48,2,1,2,0.03
2,0.91,1.0,0,1,1,1,0,2,1.0,1.0,1086.0,2,365,1,3,4,6,6,4.59,4.68,4.55,4.36,4.64,4.73,4.64,1,1.98,0,1,7,0.86
3,1.0,0.99,1,45,1,1,0,2,1.0,2.0,1200.0,1,365,1,3,29,56,57,4.8,4.89,4.69,4.8,5.0,4.37,4.89,0,3.39,3,1,5,0.79
3,1.0,1.0,0,36,1,1,0,5,1.0,3.0,1914.0,28,365,1,0,11,41,316,5.0,5.0,4.5,5.0,5.0,5.0,4.67,1,0.6,2,1,5,0.62
3,1.0,1.0,0,6,1,1,0,2,1.0,1.0,950.0,2,365,1,29,54,84,84,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.5,2,1,7,0.7
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,962.0,25,365,1,12,42,72,74,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,1,1,2,0.0
3,1.0,1.0,0,36,1,1,0,1,1.0,1.0,1200.0,30,365,1,11,40,55,320,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.18,1,1,5,0.17
3,1.0,0.95,0,13,1,1,0,2,1.0,1.0,1380.0,30,365,1,5,5,12,103,5.0,4.88,4.94,4.88,5.0,4.88,4.88,0,1.43,0,1,2,0.85
3,1.0,1.0,1,24,1,1,0,3,1.0,2.0,3786.0,2,365,1,0,0,2,234,4.85,4.9,4.82,4.9,4.98,4.8,4.75,0,6.25,3,1,4,0.77
3,1.0,0.99,1,203,1,1,0,2,1.0,1.0,1870.0,5,365,1,10,40,70,339,5.0,5.0,5.0,5.0,5.0,4.9,4.9,1,0.92,2,1,8,0.83
1,0.65,1.0,1,10,1,1,0,2,1.0,1.0,560.0,28,365,1,6,36,66,341,4.67,4.33,5.0,4.67,5.0,4.67,4.33,1,0.3,1,1,3,0.53
3,1.0,0.98,0,101,1,1,0,2,1.0,1.0,1657.0,25,365,1,16,46,76,351,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.39,1,1,6,0.45
3,1.0,0.98,0,101,1,1,0,2,1.0,1.0,1621.0,15,365,1,25,55,85,360,3.67,4.0,4.67,3.67,4.0,3.67,3.67,1,0.33,1,1,6,0.12
3,0.89,1.0,0,1,1,1,0,4,1.0,1.0,500.0,1,365,1,30,60,90,365,3.5,2.5,4.0,3.0,5.0,2.0,4.5,1,0.22,1,0,1,0.54
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,801.0,25,365,1,30,60,90,95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.41,2,1,2,0.0
3,1.0,0.94,1,11,1,1,0,2,1.0,1.0,1408.0,7,365,1,9,25,55,330,5.0,4.92,5.0,5.0,5.0,4.92,4.92,1,1.08,0,1,1,0.87
3,1.0,0.44,0,2,1,1,2,1,1.0,1.0,476.0,30,365,1,0,22,52,52,4.5,4.0,4.0,5.0,4.5,5.0,3.5,0,0.2,1,1,1,0.11
3,1.0,0.97,0,5,1,1,2,2,1.0,1.0,700.0,2,365,1,2,2,27,296,4.33,4.44,4.67,4.89,4.44,4.89,4.56,0,0.81,2,1,2,0.87
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,801.0,25,365,1,11,41,71,76,4.7,4.8,4.7,4.7,4.7,5.0,4.7,1,0.98,2,1,2,0.18
3,1.0,0.97,0,207,1,1,0,2,1.0,1.0,1224.0,30,365,1,30,60,90,94,4.14,4.29,4.29,3.86,4.14,4.14,4.43,1,0.64,2,1,7,0.45
3,1.0,0.92,1,80,1,1,2,14,5.0,9.0,23729.0,1,365,1,25,55,85,360,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.2,1,1,2,0.15
3,1.0,1.0,1,22,1,1,0,2,1.0,1.0,1529.0,3,60,1,7,22,52,142,4.96,4.96,4.79,4.93,5.0,4.86,4.89,1,2.54,0,0,9,0.89
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,801.0,25,365,1,11,41,71,76,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.3,1,1,2,0.0
3,1.0,0.98,0,5,1,1,2,2,1.0,1.0,4400.0,2,365,1,12,34,64,339,4.95,4.95,5.0,5.0,5.0,4.86,4.91,0,2.03,0,1,6,0.79
3,1.0,0.98,0,5,1,1,2,2,1.0,1.0,3800.0,2,30,1,20,47,77,167,4.81,4.85,4.81,4.77,4.88,4.73,4.77,0,2.45,0,1,6,0.69
3,1.0,1.0,1,13,1,1,0,2,1.0,1.0,740.0,30,360,1,0,9,39,314,4.67,5.0,4.67,5.0,5.0,4.33,4.33,1,0.28,1,1,8,0.1
3,1.0,1.0,1,5,1,1,0,2,1.0,1.0,330.0,2,365,1,0,0,29,29,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1.3,1,1,7,0.05
3,0.99,0.99,0,241,1,1,0,2,1.0,1.0,753.0,25,365,1,11,41,71,76,4.75,4.75,4.75,4.5,4.5,4.5,4.75,1,0.39,2,1,2,0.78
